,Starters,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP.1,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,Date
14,Luka Dončić,Dallas Mavericks,37:41,10,19,0.526,3,9,0.333,2,2,1.0,1,9,10,10,2,0,3,1,25,12,37:41,0.629,0.605,0.474,0.105,2.7,23.4,13.1,39.5,2.5,0.0,13.1,25.2,128.0,110.0,20191025
15,Kristaps Porziņģis,Dallas Mavericks,29:04,8,17,0.471,3,5,0.6,5,8,0.625,0,4,4,3,0,5,3,5,24,-3,29:04,0.585,0.559,0.294,0.471,0.0,13.5,6.8,15.6,0.0,14.5,12.8,33.6,109.0,109.0,20191025
16,Jalen Brunson,Dallas Mavericks,28:45,6,11,0.545,2,5,0.4,0,0,0.0,4,4,8,2,0,0,0,0,14,4,28:45,0.636,0.636,0.455,0.0,13.9,13.6,13.8,9.5,0.0,0.0,0.0,15.9,148.0,119.0,20191025
17,Dorian Finney-Smith,Dallas Mavericks,21:39,3,8,0.375,0,4,0.0,1,4,0.25,3,3,6,2,1,0,1,1,7,5,21:39,0.359,0.375,0.5,0.5,13.9,13.6,13.7,11.6,2.2,0.0,9.3,20.7,93.0,114.0,20191025
18,Courtney Lee,Dallas Mavericks,5:44,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,-9,5:44,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,103.0,123.0,20191025
19,Maxi Kleber,Dallas Mavericks,33:21,2,6,0.333,1,5,0.2,3,4,0.75,2,8,10,1,0,1,1,3,8,9,33:21,0.515,0.417,0.833,0.667,6.0,23.5,14.8,3.4,0.0,2.5,11.4,10.9,113.0,114.0,20191025
20,Delon Wright,Dallas Mavericks,31:56,8,12,0.667,0,1,0.0,4,4,1.0,2,5,7,3,5,0,0,3,20,11,31:56,0.727,0.667,0.083,0.333,6.3,15.3,10.8,13.7,7.3,0.0,0.0,17.9,161.0,101.0,20191025
21,Tim Hardaway Jr.,Dallas Mavericks,21:37,2,8,0.25,2,7,0.286,2,2,1.0,0,1,1,2,0,0,0,2,8,0,21:37,0.45,0.375,0.875,0.25,0.0,4.5,2.3,10.9,0.0,0.0,0.0,17.1,110.0,121.0,20191025
22,Seth Curry,Dallas Mavericks,17:06,3,5,0.6,2,2,1.0,0,0,0.0,0,2,2,0,0,1,1,3,8,9,17:06,0.8,0.8,0.4,0.0,0.0,11.5,5.8,0.0,0.0,4.9,16.7,14.6,122.0,116.0,20191025
23,Justin Jackson,Dallas Mavericks,13:07,2,5,0.4,1,2,0.5,2,2,1.0,0,1,1,0,0,0,2,1,7,-3,13:07,0.595,0.5,0.4,0.4,0.0,7.5,3.8,0.0,0.0,0.0,25.4,25.0,89.0,120.0,20191025
24,Ryan Broekhoff,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191025
25,Boban Marjanović,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191025
26,J.J. Barea,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191025
27,Team Totals,Dallas Mavericks,240,45,93,0.484,14,40,0.35,19,26,0.731,12,37,49,23,8,7,11,19,123,0,240,0.589,0.559,0.43,0.28,25.0,75.5,50.5,51.1,7.8,12.3,9.5,100.0,119.6,112.8,20191025
28,Luka Dončić,Dallas Mavericks,37:42,8,22,0.364,2,11,0.182,11,14,0.786,1,11,12,9,3,0,4,4,29,5,37:42,0.515,0.409,0.5,0.636,2.4,34.2,16.3,42.7,3.6,0.0,12.4,33.3,106.0,107.0,20191027
29,Kristaps Porziņģis,Dallas Mavericks,34:23,11,23,0.478,3,10,0.3,7,10,0.7,3,6,9,5,0,2,0,4,32,-7,34:23,0.584,0.543,0.435,0.435,7.9,20.4,13.4,32.3,0.0,4.3,0.0,31.1,129.0,113.0,20191027
30,Jalen Brunson,Dallas Mavericks,26:31,1,6,0.167,1,4,0.25,1,1,1.0,0,2,2,2,0,0,0,2,4,6,26:31,0.311,0.25,0.667,0.167,0.0,8.8,3.9,10.3,0.0,0.0,0.0,9.5,83.0,119.0,20191027
31,Maxi Kleber,Dallas Mavericks,24:31,5,10,0.5,2,6,0.333,2,2,1.0,2,4,6,3,0,1,1,4,14,2,24:31,0.643,0.6,0.6,0.2,7.4,19.1,12.5,21.6,0.0,3.0,8.4,18.9,129.0,114.0,20191027
32,Delon Wright,Dallas Mavericks,22:58,3,4,0.75,2,2,1.0,0,0,0.0,0,2,2,5,0,0,2,1,8,-9,22:58,1.0,1.0,0.5,0.0,0.0,10.2,4.4,34.0,0.0,0.0,33.3,10.2,132.0,118.0,20191027
33,Dorian Finney-Smith,Dallas Mavericks,28:53,2,6,0.333,1,3,0.333,1,2,0.5,4,5,9,0,1,0,2,3,6,11,28:53,0.436,0.417,0.5,0.333,12.5,20.3,15.9,0.0,1.6,0.0,22.5,12.0,89.0,113.0,20191027
34,Seth Curry,Dallas Mavericks,24:55,4,10,0.4,2,7,0.286,2,2,1.0,0,0,0,2,3,0,0,1,12,1,24:55,0.551,0.5,0.7,0.2,0.0,0.0,0.0,13.2,5.4,0.0,0.0,17.0,119.0,108.0,20191027
35,Tim Hardaway Jr.,Dallas Mavericks,21:56,2,7,0.286,0,5,0.0,7,8,0.875,0,1,1,1,0,0,2,2,11,-10,21:56,0.523,0.286,0.714,1.143,0.0,5.3,2.3,6.7,0.0,0.0,16.0,22.3,97.0,119.0,20191027
36,Justin Jackson,Dallas Mavericks,18:11,1,6,0.167,0,2,0.0,1,2,0.5,2,3,5,0,0,0,0,1,3,-9,18:11,0.218,0.167,0.333,0.333,10.0,19.3,14.0,0.0,0.0,0.0,0.0,14.8,68.0,117.0,20191027
37,Courtney Lee,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191027
38,J.J. Barea,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191027
39,Boban Marjanović,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191027
40,Ryan Broekhoff,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191027
41,Team Totals,Dallas Mavericks,240,37,94,0.394,13,50,0.26,32,41,0.78,12,34,46,27,7,3,11,22,119,0,240,0.531,0.463,0.532,0.436,22.6,82.9,48.9,73.0,6.6,4.6,8.9,100.0,111.6,113.4,20191027
42,Kristaps Porziņģis,Dallas Mavericks,32:58,4,14,0.286,1,8,0.125,1,1,1.0,2,12,14,3,0,2,2,1,10,-3,32:58,0.346,0.321,0.571,0.071,6.3,38.0,22.2,12.4,0.0,4.9,12.2,23.3,80.0,109.0,20191029
43,Luka Dončić,Dallas Mavericks,32:30,3,12,0.25,1,6,0.167,5,8,0.625,2,2,4,5,2,0,4,1,12,-17,32:30,0.387,0.292,0.5,0.667,6.4,6.4,6.4,20.2,3.2,0.0,20.5,28.1,83.0,116.0,20191029
44,Seth Curry,Dallas Mavericks,25:16,4,8,0.5,2,6,0.333,0,0,0.0,2,0,2,3,1,0,0,1,10,-13,25:16,0.625,0.625,0.75,0.0,8.3,0.0,4.1,17.1,2.1,0.0,0.0,14.8,142.0,121.0,20191029
45,Dorian Finney-Smith,Dallas Mavericks,23:28,5,7,0.714,2,2,1.0,0,0,0.0,1,0,1,0,0,0,0,3,12,-2,23:28,0.857,0.857,0.286,0.0,4.4,0.0,2.2,0.0,0.0,0.0,0.0,14.0,162.0,125.0,20191029
46,Dwight Powell,Dallas Mavericks,13:34,1,2,0.5,0,0,0.0,2,4,0.5,2,2,4,0,0,0,1,3,4,-5,13:34,0.532,0.5,0.0,2.0,15.4,15.4,15.4,0.0,0.0,0.0,21.0,16.4,105.0,119.0,20191029
47,Maxi Kleber,Dallas Mavericks,30:19,6,12,0.5,1,4,0.25,1,1,1.0,1,6,7,1,1,3,1,3,14,1,30:19,0.563,0.542,0.333,0.083,3.4,20.7,12.0,5.0,1.7,8.1,7.4,20.7,107.0,109.0,20191029
48,Delon Wright,Dallas Mavericks,24:07,5,8,0.625,0,1,0.0,2,3,0.667,0,3,3,6,1,0,0,1,12,14,24:07,0.644,0.625,0.125,0.375,0.0,13.0,6.5,38.5,2.2,0.0,0.0,18.1,149.0,116.0,20191029
49,Tim Hardaway Jr.,Dallas Mavericks,23:02,5,9,0.556,4,6,0.667,0,0,0.0,0,3,3,2,1,0,0,1,14,23,23:02,0.778,0.778,0.667,0.0,0.0,13.6,6.8,13.6,2.3,0.0,0.0,18.3,149.0,116.0,20191029
50,Justin Jackson,Dallas Mavericks,19:16,4,4,1.0,2,2,1.0,0,0,0.0,0,0,0,1,0,0,0,0,10,-3,19:16,1.25,1.25,0.5,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,9.7,248.0,126.0,20191029
51,Jalen Brunson,Dallas Mavericks,15:30,4,8,0.5,0,2,0.0,3,7,0.429,0,4,4,8,0,0,0,0,11,20,15:30,0.496,0.5,0.25,0.875,0.0,26.9,13.5,86.6,0.0,0.0,0.0,33.5,130.0,116.0,20191029
52,Courtney Lee,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191029
53,Boban Marjanović,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191029
54,J.J. Barea,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191029
55,Team Totals,Dallas Mavericks,240,41,84,0.488,13,37,0.351,14,24,0.583,10,32,42,29,6,5,8,14,109,0,240,0.576,0.565,0.44,0.286,21.7,69.6,45.7,70.7,6.6,8.5,7.8,100.0,119.7,116.4,20191029
56,Luka Dončić,Dallas Mavericks,38:08,10,23,0.435,4,9,0.444,7,8,0.875,1,12,13,15,0,1,6,3,31,-4,38:08,0.584,0.522,0.391,0.348,2.6,34.0,17.7,79.9,0.0,2.2,18.5,33.7,120.0,107.0,20191101
57,Kristaps Porziņģis,Dallas Mavericks,37:25,6,16,0.375,1,3,0.333,3,6,0.5,2,7,9,0,0,0,2,5,16,-13,37:25,0.429,0.406,0.188,0.375,5.3,20.2,12.5,0.0,0.0,0.0,9.7,21.8,89.0,110.0,20191101
58,Dorian Finney-Smith,Dallas Mavericks,31:30,3,8,0.375,1,5,0.2,0,0,0.0,5,5,10,1,3,0,4,4,7,-12,31:30,0.438,0.438,0.625,0.0,15.9,17.2,16.5,4.8,4.6,0.0,33.3,15.1,77.0,101.0,20191101
59,Dwight Powell,Dallas Mavericks,25:04,5,8,0.625,1,2,0.5,3,4,0.75,2,3,5,0,0,0,3,2,14,-1,25:04,0.717,0.688,0.25,0.5,8.0,12.9,10.4,0.0,0.0,0.0,23.5,20.1,110.0,111.0,20191101
60,Seth Curry,Dallas Mavericks,22:50,1,5,0.2,1,4,0.25,1,1,1.0,0,2,2,1,1,0,2,0,4,-7,22:50,0.368,0.3,0.8,0.2,0.0,9.5,4.6,6.2,2.1,0.0,26.9,12.9,67.0,107.0,20191101
61,Maxi Kleber,Dallas Mavericks,31:01,3,10,0.3,2,5,0.4,0,0,0.0,3,5,8,0,0,0,1,2,8,-14,31:01,0.4,0.4,0.5,0.0,9.7,17.4,13.4,0.0,0.0,0.0,9.1,14.0,92.0,111.0,20191101
62,Tim Hardaway Jr.,Dallas Mavericks,26:58,4,11,0.364,2,4,0.5,1,2,0.5,1,4,5,1,0,0,1,1,11,2,26:58,0.463,0.455,0.364,0.182,3.7,16.0,9.6,6.1,0.0,0.0,7.8,18.9,100.0,111.0,20191101
63,Delon Wright,Dallas Mavericks,24:39,5,10,0.5,2,4,0.5,0,0,0.0,0,1,1,2,1,0,1,0,12,1,24:39,0.6,0.6,0.4,0.0,0.0,4.4,2.1,14.7,2.0,0.0,9.1,17.6,120.0,108.0,20191101
64,Jalen Brunson,Dallas Mavericks,14:46,1,6,0.167,0,0,0.0,1,2,0.5,1,0,1,2,0,0,1,1,3,-2,14:46,0.218,0.167,0.0,0.333,6.8,0.0,3.5,19.7,0.0,0.0,12.7,21.1,65.0,113.0,20191101
65,Boban Marjanović,Dallas Mavericks,10:33,2,5,0.4,0,0,0.0,0,0,0.0,3,4,7,1,0,0,1,3,4,9,10:33,0.4,0.4,0.0,0.0,28.4,41.0,34.5,16.8,0.0,0.0,16.7,22.5,95.0,107.0,20191101
66,Justin Jackson,Dallas Mavericks,2:06,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-4,2:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,20191101
67,J.J. Barea,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191101
68,Courtney Lee,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191101
69,Team Totals,Dallas Mavericks,265,40,102,0.392,14,36,0.389,16,23,0.696,18,43,61,23,5,1,22,21,110,0,265,0.491,0.461,0.353,0.225,34.0,87.8,59.8,57.5,4.6,1.6,16.4,100.0,100.2,108.4,20191101
70,Luka Dončić,Dallas Mavericks,33:33,9,17,0.529,5,10,0.5,6,6,1.0,4,10,14,15,0,0,5,2,29,15,33:33,0.738,0.676,0.588,0.353,14.3,27.5,21.8,57.8,0.0,0.0,20.3,31.3,146.0,111.0,20191103
71,Kristaps Porziņģis,Dallas Mavericks,31:08,7,14,0.5,4,6,0.667,0,0,0.0,0,9,9,0,1,6,3,4,18,1,31:08,0.643,0.643,0.429,0.0,0.0,26.7,15.1,0.0,1.5,19.3,17.6,23.3,97.0,96.0,20191103
72,Jalen Brunson,Dallas Mavericks,30:19,6,11,0.545,2,6,0.333,0,0,0.0,1,1,2,6,0,0,1,3,14,7,30:19,0.636,0.636,0.545,0.0,4.0,3.0,3.4,23.5,0.0,0.0,8.3,16.9,140.0,120.0,20191103
73,Dwight Powell,Dallas Mavericks,27:16,4,7,0.571,0,1,0.0,1,2,0.5,1,3,4,0,1,0,2,1,9,1,27:16,0.571,0.571,0.143,0.286,4.4,10.2,7.7,0.0,1.8,0.0,20.2,15.4,93.0,114.0,20191103
74,Seth Curry,Dallas Mavericks,22:02,4,7,0.571,3,5,0.6,2,2,1.0,1,0,1,4,0,0,0,3,13,6,22:02,0.825,0.786,0.714,0.286,5.4,0.0,2.4,21.1,0.0,0.0,0.0,15.2,183.0,121.0,20191103
75,Delon Wright,Dallas Mavericks,28:05,3,5,0.6,1,1,1.0,1,1,1.0,0,4,4,6,2,0,1,2,8,15,28:05,0.735,0.7,0.2,0.2,0.0,13.1,7.4,22.9,3.4,0.0,15.5,9.8,153.0,109.0,20191103
76,Dorian Finney-Smith,Dallas Mavericks,23:04,4,7,0.571,1,3,0.333,1,1,1.0,1,4,5,0,0,0,0,2,10,9,23:04,0.672,0.643,0.429,0.143,5.2,16.0,11.3,0.0,0.0,0.0,0.0,13.7,143.0,116.0,20191103
77,Tim Hardaway Jr.,Dallas Mavericks,21:56,5,12,0.417,2,6,0.333,0,0,0.0,1,2,3,2,0,0,0,3,12,16,21:56,0.5,0.5,0.5,0.0,5.5,8.4,7.1,11.2,0.0,0.0,0.0,23.3,118.0,118.0,20191103
78,Boban Marjanović,Dallas Mavericks,15:19,6,11,0.545,0,0,0.0,0,1,0.0,2,6,8,0,0,0,1,1,12,25,15:19,0.524,0.545,0.0,0.091,15.7,36.2,27.3,0.0,0.0,0.0,8.0,34.6,102.0,108.0,20191103
79,Justin Jackson,Dallas Mavericks,5:41,1,2,0.5,1,2,0.5,0,0,0.0,0,1,1,0,1,0,0,0,3,-1,5:41,0.75,0.75,1.0,0.0,0.0,16.2,9.2,0.0,8.5,0.0,0.0,15.0,143.0,96.0,20191103
80,Ryan Broekhoff,Dallas Mavericks,1:37,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,1,0,0,0,0,3,6,1:37,1.5,1.5,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,26.3,283.0,122.0,20191103
81,J.J. Barea,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191103
82,Courtney Lee,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191103
83,Team Totals,Dallas Mavericks,240,50,94,0.532,20,41,0.488,11,13,0.846,11,40,51,34,5,6,13,21,131,0,240,0.657,0.638,0.436,0.138,27.5,76.9,55.4,68.0,5.0,12.5,11.5,100.0,131.7,111.6,20191103
84,Luka Dončić,Dallas Mavericks,37:26,10,21,0.476,1,7,0.143,6,7,0.857,2,5,7,7,0,0,6,3,27,6,37:26,0.561,0.5,0.333,0.333,5.6,15.6,10.3,38.7,0.0,0.0,19.9,33.8,104.0,109.0,20191106
85,Dwight Powell,Dallas Mavericks,33:56,5,8,0.625,0,0,0.0,2,2,1.0,4,4,8,2,1,0,1,4,12,-1,33:56,0.676,0.625,0.0,0.25,12.3,13.8,13.0,9.8,1.4,0.0,10.1,12.2,141.0,106.0,20191106
86,Kristaps Porziņģis,Dallas Mavericks,33:45,4,14,0.286,1,5,0.2,1,2,0.5,1,7,8,1,0,0,2,1,10,-3,33:45,0.336,0.321,0.357,0.143,3.1,24.3,13.1,4.7,0.0,0.0,11.8,21.0,70.0,107.0,20191106
87,Dorian Finney-Smith,Dallas Mavericks,28:33,1,3,0.333,1,2,0.5,1,2,0.5,2,4,6,0,1,0,2,1,4,-5,28:33,0.515,0.5,0.667,0.667,7.3,16.4,11.6,0.0,1.7,0.0,34.0,8.7,82.0,105.0,20191106
88,Seth Curry,Dallas Mavericks,6:42,1,2,0.5,0,1,0.0,3,5,0.6,0,0,0,0,1,1,1,0,5,-6,6:42,0.595,0.5,0.5,2.5,0.0,0.0,0.0,0.0,7.2,12.8,19.2,32.6,99.0,89.0,20191106
89,Tim Hardaway Jr.,Dallas Mavericks,26:29,4,11,0.364,2,5,0.4,3,4,0.75,1,2,3,2,0,0,0,4,13,15,26:29,0.509,0.455,0.455,0.364,3.9,8.8,6.2,12.6,0.0,0.0,0.0,20.3,119.0,110.0,20191106
90,Maxi Kleber,Dallas Mavericks,19:54,4,6,0.667,2,3,0.667,4,4,1.0,0,3,3,2,0,0,0,2,14,6,19:54,0.902,0.833,0.5,0.667,0.0,17.6,8.3,18.3,0.0,0.0,0.0,16.4,190.0,108.0,20191106
91,Justin Jackson,Dallas Mavericks,16:40,4,6,0.667,1,2,0.5,2,2,1.0,1,5,6,0,0,0,2,5,11,3,16:40,0.799,0.75,0.333,0.333,6.3,35.1,19.9,0.0,0.0,0.0,22.5,22.4,119.0,104.0,20191106
92,J.J. Barea,Dallas Mavericks,15:45,3,6,0.5,3,4,0.75,2,2,1.0,1,0,1,3,0,0,2,0,11,0,15:45,0.799,0.75,0.667,0.333,6.6,0.0,3.5,34.0,0.0,0.0,22.5,23.7,134.0,113.0,20191106
93,Delon Wright,Dallas Mavericks,12:32,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,2,0,0,0,2,0,-10,12:32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,0.0,0.0,0.0,6.7,57.0,112.0,20191106
94,Jalen Brunson,Dallas Mavericks,6:27,0,4,0.0,0,2,0.0,0,0,0.0,0,1,1,1,1,0,0,0,0,1,6:27,0.0,0.0,0.5,0.0,0.0,18.2,8.6,20.7,7.5,0.0,0.0,26.1,18.0,92.0,20191106
95,Boban Marjanović,Dallas Mavericks,1:51,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,0,-1,1:51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,45.4,0.0,111.0,20191106
96,Courtney Lee,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191106
97,Team Totals,Dallas Mavericks,240,36,84,0.429,11,31,0.355,24,30,0.8,12,31,43,20,4,1,17,23,107,0,240,0.55,0.494,0.369,0.357,26.1,75.6,49.4,55.6,4.0,1.8,14.9,100.0,108.0,107.0,20191106
98,Kristaps Porziņģis,Dallas Mavericks,35:35,11,22,0.5,4,8,0.5,2,3,0.667,0,9,9,0,0,5,1,6,28,-4,35:35,0.6,0.591,0.364,0.136,0.0,22.5,11.8,0.0,0.0,11.1,4.1,29.7,110.0,97.0,20191108
99,Luka Dončić,Dallas Mavericks,35:13,13,26,0.5,3,11,0.273,9,9,1.0,1,13,14,10,0,0,8,5,38,-5,35:13,0.634,0.558,0.423,0.346,2.8,32.8,18.5,70.7,0.0,0.0,21.1,46.8,111.0,101.0,20191108
100,Dwight Powell,Dallas Mavericks,27:15,0,1,0.0,0,0,0.0,1,2,0.5,2,3,5,0,1,0,0,3,1,2,27:15,0.266,0.0,0.0,2.0,7.2,9.8,8.6,0.0,1.8,0.0,0.0,3.0,108.0,106.0,20191108
101,Dorian Finney-Smith,Dallas Mavericks,21:42,1,4,0.25,1,4,0.25,0,0,0.0,1,2,3,1,0,0,0,1,3,-3,21:42,0.375,0.375,1.0,0.0,4.5,8.2,6.4,6.4,0.0,0.0,0.0,8.0,98.0,112.0,20191108
102,Courtney Lee,Dallas Mavericks,4:39,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,4,4:39,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,97.0,116.0,20191108
103,Maxi Kleber,Dallas Mavericks,29:29,3,6,0.5,2,5,0.4,0,0,0.0,1,4,5,0,1,0,0,1,8,-2,29:29,0.667,0.667,0.833,0.0,3.3,12.1,7.9,0.0,1.6,0.0,0.0,8.8,134.0,107.0,20191108
104,Delon Wright,Dallas Mavericks,25:45,1,5,0.2,0,2,0.0,0,0,0.0,1,3,4,2,0,1,1,1,2,-12,25:45,0.2,0.2,0.4,0.0,3.8,10.4,7.2,10.6,0.0,3.1,16.7,10.1,61.0,109.0,20191108
105,Tim Hardaway Jr.,Dallas Mavericks,23:48,5,15,0.333,3,10,0.3,1,2,0.5,0,2,2,1,0,0,1,1,14,-6,23:48,0.441,0.433,0.667,0.133,0.0,7.5,3.9,7.5,0.0,0.0,5.9,30.8,84.0,112.0,20191108
106,Jalen Brunson,Dallas Mavericks,16:14,1,4,0.25,0,2,0.0,1,1,1.0,0,3,3,4,1,0,2,0,3,15,16:14,0.338,0.25,0.5,0.25,0.0,16.4,8.6,34.7,2.9,0.0,31.1,17.2,74.0,102.0,20191108
107,Seth Curry,Dallas Mavericks,12:42,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,3,0,4,12:42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,104.0,20191108
108,Justin Jackson,Dallas Mavericks,7:38,1,5,0.2,1,2,0.5,0,0,0.0,1,1,2,0,0,0,0,0,3,-13,7:38,0.3,0.3,0.4,0.0,12.8,11.6,12.2,0.0,0.0,0.0,0.0,28.5,73.0,111.0,20191108
109,J.J. Barea,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191108
110,Boban Marjanović,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20191108
111,Team Totals,Dallas Mavericks,240,37,90,0.411,14,44,0.318,14,17,0.824,7,40,47,18,4,6,13,21,102,0,240,0.523,0.489,0.489,0.189,14.3,74.1,45.6,48.6,4.0,9.8,11.8,100.0,101.7,105.6,20191108
112,Luka Dončić,Dallas Mavericks,28:41,9,16,0.563,2,6,0.333,4,5,0.8,3,11,14,8,2,0,2,0,24,1,28:41,0.659,0.625,0.375,0.313,12.2,40.9,27.2,36.2,3.2,0.0,9.9,28.2,144.0,109.0,20191109
113,Seth Curry,Dallas Mavericks,24:50,4,12,0.333,3,7,0.429,5,5,1.0,0,1,1,1,0,0,2,3,16,-4,24:50,0.563,0.458,0.583,0.417,0.0,4.3,2.2,4.4,0.0,0.0,12.3,26.1,110.0,123.0,20191109
114,Dorian Finney-Smith,Dallas Mavericks,24:20,5,9,0.556,1,4,0.25,0,0,0.0,2,1,3,1,1,1,2,1,11,-4,24:20,0.611,0.611,0.444,0.0,9.6,4.4,6.9,4.7,1.9,3.3,18.2,18.1,112.0,116.0,20191109
115,Maxi Kleber,Dallas Mavericks,23:33,4,7,0.571,3,5,0.6,0,0,0.0,0,4,4,1,0,1,0,1,11,2,23:33,0.786,0.786,0.714,0.0,0.0,18.1,9.5,4.6,0.0,3.5,0.0,11.9,164.0,118.0,20191109
116,Boban Marjanović,Dallas Mavericks,16:20,3,5,0.6,0,0,0.0,3,3,1.0,2,3,5,2,1,1,2,1,9,5,16:20,0.712,0.6,0.0,0.6,14.3,19.6,17.1,13.6,2.8,5.0,24.0,20.4,129.0,110.0,20191109
117,Dwight Powell,Dallas Mavericks,29:16,5,8,0.625,0,1,0.0,1,3,0.333,2,5,7,3,2,2,2,3,11,18,29:16,0.59,0.625,0.125,0.375,8.0,18.2,13.3,11.2,3.1,5.6,17.7,15.5,116.0,109.0,20191109
